Epoch 1, Train Loss: 110598480.0000, Valid Loss: 547113.1875, SSIM MAE: 1.1501, Size MAE: 0.5643, Best Vloss: inf, Best SSIM MAE: inf, Best Size MAE: inf
Epoch 371, Train Loss: 1274.8236, Valid Loss: 14.2663, SSIM MAE: 0.0043, Size MAE: 0.0034, Best Vloss: 14.3717, Best SSIM MAE: 0.004355, Best Size MAE: 0.003396
Epoch 372, Train Loss: 1130.5651, Valid Loss: 13.9869, SSIM MAE: 0.0043, Size MAE: 0.0033, Best Vloss: 14.2663, Best SSIM MAE: 0.004317, Best Size MAE: 0.003382
Epoch 373, Train Loss: 5115.8403, Valid Loss: 13.8596, SSIM MAE: 0.0042, Size MAE: 0.0033, Best Vloss: 13.9869, Best SSIM MAE: 0.004261, Best Size MAE: 0.003334
Epoch 374, Train Loss: 5796.4365, Valid Loss: 13.9264, SSIM MAE: 0.0043, Size MAE: 0.0033, Best Vloss: 13.8596, Best SSIM MAE: 0.004235, Best Size MAE: 0.003309
Epoch 375, Train Loss: 4565.7808, Valid Loss: 13.9444, SSIM MAE: 0.0042, Size MAE: 0.0033, Best Vloss: 13.8596, Best SSIM MAE: 0.004235, Best Size MAE: 0.003309
Epoch 376, Train Loss: 1616.0535, Valid Loss: 13.8571, SSIM MAE: 0.0041, Size MAE: 0.0033, Best Vloss: 13.8596, Best SSIM MAE: 0.004192, Best Size MAE: 0.003309
Epoch 377, Train Loss: 804.3094, Valid Loss: 13.5691, SSIM MAE: 0.0040, Size MAE: 0.0033, Best Vloss: 13.8571, Best SSIM MAE: 0.004117, Best Size MAE: 0.003309
Epoch 378, Train Loss: 1565.1570, Valid Loss: 13.2608, SSIM MAE: 0.0040, Size MAE: 0.0032, Best Vloss: 13.5691, Best SSIM MAE: 0.004038, Best Size MAE: 0.003276
Epoch 379, Train Loss: 12718.8359, Valid Loss: 13.1951, SSIM MAE: 0.0041, Size MAE: 0.0032, Best Vloss: 13.2608, Best SSIM MAE: 0.004005, Best Size MAE: 0.003220
Epoch 380, Train Loss: 1321.1030, Valid Loss: 13.1001, SSIM MAE: 0.0040, Size MAE: 0.0032, Best Vloss: 13.1951, Best SSIM MAE: 0.004005, Best Size MAE: 0.003220
Epoch 381, Train Loss: 5128.5610, Valid Loss: 13.1367, SSIM MAE: 0.0040, Size MAE: 0.0032, Best Vloss: 13.1001, Best SSIM MAE: 0.003991, Best Size MAE: 0.003212
Epoch 382, Train Loss: 2433.5359, Valid Loss: 13.1477, SSIM MAE: 0.0040, Size MAE: 0.0032, Best Vloss: 13.1001, Best SSIM MAE: 0.003988, Best Size MAE: 0.003212
Epoch 383, Train Loss: 1322.9700, Valid Loss: 13.0312, SSIM MAE: 0.0039, Size MAE: 0.0032, Best Vloss: 13.1001, Best SSIM MAE: 0.003977, Best Size MAE: 0.003212
Epoch 384, Train Loss: 1145.4631, Valid Loss: 12.8831, SSIM MAE: 0.0039, Size MAE: 0.0032, Best Vloss: 13.0312, Best SSIM MAE: 0.003908, Best Size MAE: 0.003210
Epoch 385, Train Loss: 4650.0254, Valid Loss: 12.7930, SSIM MAE: 0.0039, Size MAE: 0.0032, Best Vloss: 12.8831, Best SSIM MAE: 0.003850, Best Size MAE: 0.003179
Epoch 386, Train Loss: 1271.8567, Valid Loss: 12.7360, SSIM MAE: 0.0038, Size MAE: 0.0032, Best Vloss: 12.7930, Best SSIM MAE: 0.003850, Best Size MAE: 0.003163
Epoch 387, Train Loss: 2745.3833, Valid Loss: 12.6845, SSIM MAE: 0.0038, Size MAE: 0.0031, Best Vloss: 12.7360, Best SSIM MAE: 0.003822, Best Size MAE: 0.003152
Epoch 388, Train Loss: 1636.4882, Valid Loss: 12.6638, SSIM MAE: 0.0038, Size MAE: 0.0031, Best Vloss: 12.6845, Best SSIM MAE: 0.003795, Best Size MAE: 0.003147
Epoch 389, Train Loss: 3275.0911, Valid Loss: 12.5994, SSIM MAE: 0.0038, Size MAE: 0.0031, Best Vloss: 12.6638, Best SSIM MAE: 0.003772, Best Size MAE: 0.003147
Epoch 390, Train Loss: 1548.8395, Valid Loss: 12.5538, SSIM MAE: 0.0037, Size MAE: 0.0031, Best Vloss: 12.5994, Best SSIM MAE: 0.003765, Best Size MAE: 0.003131
Epoch 391, Train Loss: 1073.7230, Valid Loss: 12.5468, SSIM MAE: 0.0037, Size MAE: 0.0031, Best Vloss: 12.5538, Best SSIM MAE: 0.003732, Best Size MAE: 0.003123
Epoch 392, Train Loss: 509.8829, Valid Loss: 12.3861, SSIM MAE: 0.0037, Size MAE: 0.0031, Best Vloss: 12.5468, Best SSIM MAE: 0.003697, Best Size MAE: 0.003123
Epoch 393, Train Loss: 1891.4436, Valid Loss: 12.2848, SSIM MAE: 0.0037, Size MAE: 0.0031, Best Vloss: 12.3861, Best SSIM MAE: 0.003652, Best Size MAE: 0.003101
Epoch 394, Train Loss: 2241.5691, Valid Loss: 12.1516, SSIM MAE: 0.0036, Size MAE: 0.0031, Best Vloss: 12.2848, Best SSIM MAE: 0.003651, Best Size MAE: 0.003085
Epoch 395, Train Loss: 11355.5645, Valid Loss: 12.3078, SSIM MAE: 0.0037, Size MAE: 0.0031, Best Vloss: 12.1516, Best SSIM MAE: 0.003627, Best Size MAE: 0.003056
Epoch 396, Train Loss: 3102.6860, Valid Loss: 12.4275, SSIM MAE: 0.0037, Size MAE: 0.0031, Best Vloss: 12.1516, Best SSIM MAE: 0.003627, Best Size MAE: 0.003056
Epoch 397, Train Loss: 757.2604, Valid Loss: 12.2957, SSIM MAE: 0.0036, Size MAE: 0.0031, Best Vloss: 12.1516, Best SSIM MAE: 0.003627, Best Size MAE: 0.003056
Epoch 398, Train Loss: 1158.0239, Valid Loss: 12.2083, SSIM MAE: 0.0036, Size MAE: 0.0031, Best Vloss: 12.1516, Best SSIM MAE: 0.003607, Best Size MAE: 0.003056
Epoch 399, Train Loss: 698.3535, Valid Loss: 12.1079, SSIM MAE: 0.0035, Size MAE: 0.0031, Best Vloss: 12.1516, Best SSIM MAE: 0.003581, Best Size MAE: 0.003056
Epoch 400, Train Loss: 2709.9216, Valid Loss: 11.9960, SSIM MAE: 0.0036, Size MAE: 0.0030, Best Vloss: 12.1079, Best SSIM MAE: 0.003537, Best Size MAE: 0.003056
Epoch 401, Train Loss: 1292.1936, Valid Loss: 11.9001, SSIM MAE: 0.0035, Size MAE: 0.0030, Best Vloss: 11.9960, Best SSIM MAE: 0.003537, Best Size MAE: 0.003040
Epoch 402, Train Loss: 1485.2693, Valid Loss: 11.8080, SSIM MAE: 0.0035, Size MAE: 0.0030, Best Vloss: 11.9001, Best SSIM MAE: 0.003536, Best Size MAE: 0.003023
Epoch 403, Train Loss: 2242.1033, Valid Loss: 11.8520, SSIM MAE: 0.0035, Size MAE: 0.0030, Best Vloss: 11.8080, Best SSIM MAE: 0.003508, Best Size MAE: 0.003004
Epoch 404, Train Loss: 2916.4702, Valid Loss: 11.8422, SSIM MAE: 0.0035, Size MAE: 0.0030, Best Vloss: 11.8080, Best SSIM MAE: 0.003508, Best Size MAE: 0.003004
Epoch 405, Train Loss: 1040.5696, Valid Loss: 11.7420, SSIM MAE: 0.0035, Size MAE: 0.0030, Best Vloss: 11.8080, Best SSIM MAE: 0.003494, Best Size MAE: 0.003004
Epoch 406, Train Loss: 8722.1875, Valid Loss: 11.6676, SSIM MAE: 0.0035, Size MAE: 0.0030, Best Vloss: 11.7420, Best SSIM MAE: 0.003459, Best Size MAE: 0.002997
Epoch 407, Train Loss: 950.5825, Valid Loss: 11.7328, SSIM MAE: 0.0035, Size MAE: 0.0030, Best Vloss: 11.6676, Best SSIM MAE: 0.003459, Best Size MAE: 0.002975
Epoch 408, Train Loss: 3160.7161, Valid Loss: 11.7476, SSIM MAE: 0.0034, Size MAE: 0.0030, Best Vloss: 11.6676, Best SSIM MAE: 0.003455, Best Size MAE: 0.002975
Epoch 409, Train Loss: 599.3795, Valid Loss: 11.6166, SSIM MAE: 0.0034, Size MAE: 0.0030, Best Vloss: 11.6676, Best SSIM MAE: 0.003447, Best Size MAE: 0.002975
Epoch 410, Train Loss: 4049.4241, Valid Loss: 11.5978, SSIM MAE: 0.0034, Size MAE: 0.0030, Best Vloss: 11.6166, Best SSIM MAE: 0.003383, Best Size MAE: 0.002956
Epoch 411, Train Loss: 2568.6548, Valid Loss: 11.6084, SSIM MAE: 0.0034, Size MAE: 0.0030, Best Vloss: 11.5978, Best SSIM MAE: 0.003383, Best Size MAE: 0.002956
Epoch 412, Train Loss: 619.0831, Valid Loss: 11.6229, SSIM MAE: 0.0034, Size MAE: 0.0030, Best Vloss: 11.5978, Best SSIM MAE: 0.003383, Best Size MAE: 0.002956
Epoch 413, Train Loss: 1890.8733, Valid Loss: 11.5900, SSIM MAE: 0.0034, Size MAE: 0.0030, Best Vloss: 11.5978, Best SSIM MAE: 0.003363, Best Size MAE: 0.002956
Epoch 414, Train Loss: 2430.1487, Valid Loss: 11.4540, SSIM MAE: 0.0033, Size MAE: 0.0030, Best Vloss: 11.5900, Best SSIM MAE: 0.003363, Best Size MAE: 0.002956
Epoch 415, Train Loss: 629.3510, Valid Loss: 11.3741, SSIM MAE: 0.0033, Size MAE: 0.0029, Best Vloss: 11.4540, Best SSIM MAE: 0.003346, Best Size MAE: 0.002954
Epoch 416, Train Loss: 1157.8285, Valid Loss: 11.2754, SSIM MAE: 0.0033, Size MAE: 0.0029, Best Vloss: 11.3741, Best SSIM MAE: 0.003318, Best Size MAE: 0.002937
Epoch 417, Train Loss: 2185.1982, Valid Loss: 11.2267, SSIM MAE: 0.0033, Size MAE: 0.0029, Best Vloss: 11.2754, Best SSIM MAE: 0.003304, Best Size MAE: 0.002912
Epoch 418, Train Loss: 1001.8464, Valid Loss: 11.1406, SSIM MAE: 0.0033, Size MAE: 0.0029, Best Vloss: 11.2267, Best SSIM MAE: 0.003303, Best Size MAE: 0.002908
Epoch 419, Train Loss: 371.8940, Valid Loss: 10.9660, SSIM MAE: 0.0032, Size MAE: 0.0029, Best Vloss: 11.1406, Best SSIM MAE: 0.003255, Best Size MAE: 0.002891
Epoch 420, Train Loss: 239.9626, Valid Loss: 10.8058, SSIM MAE: 0.0032, Size MAE: 0.0028, Best Vloss: 10.9660, Best SSIM MAE: 0.003217, Best Size MAE: 0.002853
Epoch 421, Train Loss: 1174.4573, Valid Loss: 10.7711, SSIM MAE: 0.0032, Size MAE: 0.0028, Best Vloss: 10.8058, Best SSIM MAE: 0.003186, Best Size MAE: 0.002809
Epoch 422, Train Loss: 4090.7446, Valid Loss: 10.7947, SSIM MAE: 0.0032, Size MAE: 0.0028, Best Vloss: 10.7711, Best SSIM MAE: 0.003184, Best Size MAE: 0.002803
Epoch 423, Train Loss: 1583.2777, Valid Loss: 10.7955, SSIM MAE: 0.0032, Size MAE: 0.0028, Best Vloss: 10.7711, Best SSIM MAE: 0.003184, Best Size MAE: 0.002803
Epoch 424, Train Loss: 4219.3638, Valid Loss: 10.7559, SSIM MAE: 0.0032, Size MAE: 0.0028, Best Vloss: 10.7711, Best SSIM MAE: 0.003162, Best Size MAE: 0.002803
Epoch 425, Train Loss: 490.2607, Valid Loss: 10.8874, SSIM MAE: 0.0031, Size MAE: 0.0029, Best Vloss: 10.7559, Best SSIM MAE: 0.003152, Best Size MAE: 0.002803
Epoch 426, Train Loss: 2271.6094, Valid Loss: 10.7828, SSIM MAE: 0.0031, Size MAE: 0.0028, Best Vloss: 10.7559, Best SSIM MAE: 0.003130, Best Size MAE: 0.002803
Epoch 427, Train Loss: 557.5739, Valid Loss: 10.7134, SSIM MAE: 0.0031, Size MAE: 0.0028, Best Vloss: 10.7559, Best SSIM MAE: 0.003122, Best Size MAE: 0.002803
Epoch 428, Train Loss: 2208.9341, Valid Loss: 10.5715, SSIM MAE: 0.0031, Size MAE: 0.0028, Best Vloss: 10.7134, Best SSIM MAE: 0.003063, Best Size MAE: 0.002803
Epoch 429, Train Loss: 1201.9209, Valid Loss: 10.4905, SSIM MAE: 0.0030, Size MAE: 0.0028, Best Vloss: 10.5715, Best SSIM MAE: 0.003063, Best Size MAE: 0.002777
Epoch 430, Train Loss: 892.4777, Valid Loss: 10.4474, SSIM MAE: 0.0030, Size MAE: 0.0027, Best Vloss: 10.4905, Best SSIM MAE: 0.003029, Best Size MAE: 0.002751
Epoch 431, Train Loss: 1355.9443, Valid Loss: 10.3609, SSIM MAE: 0.0030, Size MAE: 0.0027, Best Vloss: 10.4474, Best SSIM MAE: 0.003010, Best Size MAE: 0.002741
Epoch 432, Train Loss: 312.7610, Valid Loss: 10.2475, SSIM MAE: 0.0030, Size MAE: 0.0027, Best Vloss: 10.3609, Best SSIM MAE: 0.002998, Best Size MAE: 0.002727
Epoch 433, Train Loss: 909.4413, Valid Loss: 10.1807, SSIM MAE: 0.0030, Size MAE: 0.0027, Best Vloss: 10.2475, Best SSIM MAE: 0.002960, Best Size MAE: 0.002704
Epoch 434, Train Loss: 1100.8408, Valid Loss: 10.1978, SSIM MAE: 0.0029, Size MAE: 0.0027, Best Vloss: 10.1807, Best SSIM MAE: 0.002953, Best Size MAE: 0.002686
Epoch 435, Train Loss: 1041.5803, Valid Loss: 10.1622, SSIM MAE: 0.0029, Size MAE: 0.0027, Best Vloss: 10.1807, Best SSIM MAE: 0.002934, Best Size MAE: 0.002686
Epoch 436, Train Loss: 9288.4668, Valid Loss: 10.1635, SSIM MAE: 0.0030, Size MAE: 0.0027, Best Vloss: 10.1622, Best SSIM MAE: 0.002915, Best Size MAE: 0.002681
Epoch 437, Train Loss: 3907.3687, Valid Loss: 10.1753, SSIM MAE: 0.0030, Size MAE: 0.0027, Best Vloss: 10.1622, Best SSIM MAE: 0.002915, Best Size MAE: 0.002679
Epoch 438, Train Loss: 1616.8057, Valid Loss: 10.1539, SSIM MAE: 0.0029, Size MAE: 0.0027, Best Vloss: 10.1622, Best SSIM MAE: 0.002915, Best Size MAE: 0.002679
Epoch 439, Train Loss: 2440.7974, Valid Loss: 10.1812, SSIM MAE: 0.0029, Size MAE: 0.0027, Best Vloss: 10.1539, Best SSIM MAE: 0.002915, Best Size MAE: 0.002679
Epoch 440, Train Loss: 969.6399, Valid Loss: 10.1450, SSIM MAE: 0.0029, Size MAE: 0.0027, Best Vloss: 10.1539, Best SSIM MAE: 0.002912, Best Size MAE: 0.002679
Epoch 441, Train Loss: 329.6891, Valid Loss: 10.0880, SSIM MAE: 0.0028, Size MAE: 0.0027, Best Vloss: 10.1450, Best SSIM MAE: 0.002881, Best Size MAE: 0.002679
Epoch 442, Train Loss: 3603.3372, Valid Loss: 10.0928, SSIM MAE: 0.0029, Size MAE: 0.0027, Best Vloss: 10.0880, Best SSIM MAE: 0.002850, Best Size MAE: 0.002676
Epoch 443, Train Loss: 329.6498, Valid Loss: 10.1167, SSIM MAE: 0.0028, Size MAE: 0.0027, Best Vloss: 10.0880, Best SSIM MAE: 0.002850, Best Size MAE: 0.002676
Epoch 444, Train Loss: 495.1328, Valid Loss: 10.0622, SSIM MAE: 0.0028, Size MAE: 0.0027, Best Vloss: 10.0880, Best SSIM MAE: 0.002833, Best Size MAE: 0.002676
Epoch 445, Train Loss: 813.3533, Valid Loss: 10.0212, SSIM MAE: 0.0028, Size MAE: 0.0027, Best Vloss: 10.0622, Best SSIM MAE: 0.002817, Best Size MAE: 0.002662
Epoch 446, Train Loss: 270.0077, Valid Loss: 9.9761, SSIM MAE: 0.0028, Size MAE: 0.0026, Best Vloss: 10.0212, Best SSIM MAE: 0.002813, Best Size MAE: 0.002651
Epoch 447, Train Loss: 777.8521, Valid Loss: 9.9339, SSIM MAE: 0.0028, Size MAE: 0.0026, Best Vloss: 9.9761, Best SSIM MAE: 0.002794, Best Size MAE: 0.002637
Epoch 448, Train Loss: 1888.9683, Valid Loss: 9.9171, SSIM MAE: 0.0028, Size MAE: 0.0026, Best Vloss: 9.9339, Best SSIM MAE: 0.002791, Best Size MAE: 0.002624
Epoch 449, Train Loss: 334.1078, Valid Loss: 9.8664, SSIM MAE: 0.0028, Size MAE: 0.0026, Best Vloss: 9.9171, Best SSIM MAE: 0.002791, Best Size MAE: 0.002620
Epoch 450, Train Loss: 198.6929, Valid Loss: 9.8143, SSIM MAE: 0.0028, Size MAE: 0.0026, Best Vloss: 9.8664, Best SSIM MAE: 0.002774, Best Size MAE: 0.002605
Epoch 451, Train Loss: 383.5610, Valid Loss: 9.7804, SSIM MAE: 0.0027, Size MAE: 0.0026, Best Vloss: 9.8143, Best SSIM MAE: 0.002757, Best Size MAE: 0.002584
Epoch 452, Train Loss: 1838.8324, Valid Loss: 9.7851, SSIM MAE: 0.0028, Size MAE: 0.0026, Best Vloss: 9.7804, Best SSIM MAE: 0.002749, Best Size MAE: 0.002571
Epoch 453, Train Loss: 911.9157, Valid Loss: 9.7651, SSIM MAE: 0.0028, Size MAE: 0.0026, Best Vloss: 9.7804, Best SSIM MAE: 0.002749, Best Size MAE: 0.002571
Epoch 454, Train Loss: 1507.7366, Valid Loss: 9.7705, SSIM MAE: 0.0027, Size MAE: 0.0026, Best Vloss: 9.7651, Best SSIM MAE: 0.002749, Best Size MAE: 0.002571
Epoch 455, Train Loss: 2217.8149, Valid Loss: 9.7886, SSIM MAE: 0.0027, Size MAE: 0.0026, Best Vloss: 9.7651, Best SSIM MAE: 0.002748, Best Size MAE: 0.002571
Epoch 456, Train Loss: 2171.6843, Valid Loss: 9.8719, SSIM MAE: 0.0027, Size MAE: 0.0026, Best Vloss: 9.7651, Best SSIM MAE: 0.002742, Best Size MAE: 0.002571
Epoch 457, Train Loss: 367.4806, Valid Loss: 9.8925, SSIM MAE: 0.0027, Size MAE: 0.0026, Best Vloss: 9.7651, Best SSIM MAE: 0.002742, Best Size MAE: 0.002571
Epoch 458, Train Loss: 303.7745, Valid Loss: 9.8295, SSIM MAE: 0.0027, Size MAE: 0.0026, Best Vloss: 9.7651, Best SSIM MAE: 0.002712, Best Size MAE: 0.002571
Epoch 459, Train Loss: 1232.8502, Valid Loss: 9.7554, SSIM MAE: 0.0027, Size MAE: 0.0026, Best Vloss: 9.7651, Best SSIM MAE: 0.002695, Best Size MAE: 0.002571
Epoch 460, Train Loss: 6954.7729, Valid Loss: 9.8000, SSIM MAE: 0.0028, Size MAE: 0.0026, Best Vloss: 9.7554, Best SSIM MAE: 0.002695, Best Size MAE: 0.002571
Epoch 461, Train Loss: 275.2828, Valid Loss: 9.7964, SSIM MAE: 0.0027, Size MAE: 0.0026, Best Vloss: 9.7554, Best SSIM MAE: 0.002695, Best Size MAE: 0.002571
Epoch 462, Train Loss: 2124.6587, Valid Loss: 9.7169, SSIM MAE: 0.0027, Size MAE: 0.0026, Best Vloss: 9.7554, Best SSIM MAE: 0.002695, Best Size MAE: 0.002571
Epoch 463, Train Loss: 664.6786, Valid Loss: 9.7008, SSIM MAE: 0.0027, Size MAE: 0.0026, Best Vloss: 9.7169, Best SSIM MAE: 0.002688, Best Size MAE: 0.002571
Epoch 464, Train Loss: 169.1804, Valid Loss: 9.6525, SSIM MAE: 0.0026, Size MAE: 0.0026, Best Vloss: 9.7008, Best SSIM MAE: 0.002666, Best Size MAE: 0.002571
Epoch 465, Train Loss: 7975.8633, Valid Loss: 9.6816, SSIM MAE: 0.0027, Size MAE: 0.0026, Best Vloss: 9.6525, Best SSIM MAE: 0.002645, Best Size MAE: 0.002563
Epoch 466, Train Loss: 546.8688, Valid Loss: 9.6833, SSIM MAE: 0.0027, Size MAE: 0.0026, Best Vloss: 9.6525, Best SSIM MAE: 0.002645, Best Size MAE: 0.002563
Epoch 467, Train Loss: 366.3176, Valid Loss: 9.6563, SSIM MAE: 0.0026, Size MAE: 0.0026, Best Vloss: 9.6525, Best SSIM MAE: 0.002645, Best Size MAE: 0.002563
Epoch 468, Train Loss: 1035.0050, Valid Loss: 9.6553, SSIM MAE: 0.0026, Size MAE: 0.0026, Best Vloss: 9.6525, Best SSIM MAE: 0.002635, Best Size MAE: 0.002563
Epoch 469, Train Loss: 655.0074, Valid Loss: 9.6624, SSIM MAE: 0.0026, Size MAE: 0.0026, Best Vloss: 9.6525, Best SSIM MAE: 0.002632, Best Size MAE: 0.002563
Epoch 470, Train Loss: 697.4802, Valid Loss: 9.6424, SSIM MAE: 0.0026, Size MAE: 0.0026, Best Vloss: 9.6525, Best SSIM MAE: 0.002610, Best Size MAE: 0.002563
Epoch 471, Train Loss: 6841.7627, Valid Loss: 9.7069, SSIM MAE: 0.0026, Size MAE: 0.0026, Best Vloss: 9.6424, Best SSIM MAE: 0.002605, Best Size MAE: 0.002558
Epoch 472, Train Loss: 1887.9011, Valid Loss: 9.7428, SSIM MAE: 0.0026, Size MAE: 0.0026, Best Vloss: 9.6424, Best SSIM MAE: 0.002605, Best Size MAE: 0.002558
Epoch 473, Train Loss: 1174.1569, Valid Loss: 9.7639, SSIM MAE: 0.0026, Size MAE: 0.0026, Best Vloss: 9.6424, Best SSIM MAE: 0.002605, Best Size MAE: 0.002558
Epoch 474, Train Loss: 1072.1138, Valid Loss: 9.7200, SSIM MAE: 0.0026, Size MAE: 0.0026, Best Vloss: 9.6424, Best SSIM MAE: 0.002594, Best Size MAE: 0.002558
Epoch 475, Train Loss: 337.1671, Valid Loss: 9.6971, SSIM MAE: 0.0026, Size MAE: 0.0026, Best Vloss: 9.6424, Best SSIM MAE: 0.002575, Best Size MAE: 0.002558
Epoch 476, Train Loss: 434.3661, Valid Loss: 9.6589, SSIM MAE: 0.0026, Size MAE: 0.0026, Best Vloss: 9.6424, Best SSIM MAE: 0.002560, Best Size MAE: 0.002558
Epoch 477, Train Loss: 6501.6401, Valid Loss: 9.7236, SSIM MAE: 0.0026, Size MAE: 0.0026, Best Vloss: 9.6424, Best SSIM MAE: 0.002553, Best Size MAE: 0.002557
Epoch 478, Train Loss: 2716.6646, Valid Loss: 9.7781, SSIM MAE: 0.0026, Size MAE: 0.0026, Best Vloss: 9.6424, Best SSIM MAE: 0.002553, Best Size MAE: 0.002557
Epoch 479, Train Loss: 842.2435, Valid Loss: 9.7636, SSIM MAE: 0.0026, Size MAE: 0.0026, Best Vloss: 9.6424, Best SSIM MAE: 0.002553, Best Size MAE: 0.002557
Epoch 480, Train Loss: 379.4641, Valid Loss: 9.7409, SSIM MAE: 0.0025, Size MAE: 0.0026, Best Vloss: 9.6424, Best SSIM MAE: 0.002550, Best Size MAE: 0.002557
Epoch 481, Train Loss: 3450.5320, Valid Loss: 9.7681, SSIM MAE: 0.0026, Size MAE: 0.0026, Best Vloss: 9.6424, Best SSIM MAE: 0.002533, Best Size MAE: 0.002557
Epoch 482, Train Loss: 684.3906, Valid Loss: 9.7523, SSIM MAE: 0.0025, Size MAE: 0.0026, Best Vloss: 9.6424, Best SSIM MAE: 0.002533, Best Size MAE: 0.002557
Epoch 483, Train Loss: 968.0606, Valid Loss: 9.7060, SSIM MAE: 0.0025, Size MAE: 0.0026, Best Vloss: 9.6424, Best SSIM MAE: 0.002533, Best Size MAE: 0.002557
Epoch 484, Train Loss: 2075.8262, Valid Loss: 9.7042, SSIM MAE: 0.0025, Size MAE: 0.0026, Best Vloss: 9.6424, Best SSIM MAE: 0.002522, Best Size MAE: 0.002557
Epoch 485, Train Loss: 105.5750, Valid Loss: 9.6660, SSIM MAE: 0.0025, Size MAE: 0.0026, Best Vloss: 9.6424, Best SSIM MAE: 0.002522, Best Size MAE: 0.002557
Epoch 486, Train Loss: 1396.6908, Valid Loss: 9.6328, SSIM MAE: 0.0025, Size MAE: 0.0025, Best Vloss: 9.6424, Best SSIM MAE: 0.002500, Best Size MAE: 0.002557
Epoch 487, Train Loss: 588.8508, Valid Loss: 9.6010, SSIM MAE: 0.0025, Size MAE: 0.0025, Best Vloss: 9.6328, Best SSIM MAE: 0.002500, Best Size MAE: 0.002546
Epoch 488, Train Loss: 265.8302, Valid Loss: 9.5603, SSIM MAE: 0.0025, Size MAE: 0.0025, Best Vloss: 9.6010, Best SSIM MAE: 0.002495, Best Size MAE: 0.002537
Epoch 489, Train Loss: 454.1871, Valid Loss: 9.5393, SSIM MAE: 0.0025, Size MAE: 0.0025, Best Vloss: 9.5603, Best SSIM MAE: 0.002477, Best Size MAE: 0.002523
Epoch 490, Train Loss: 216.7993, Valid Loss: 9.5133, SSIM MAE: 0.0025, Size MAE: 0.0025, Best Vloss: 9.5393, Best SSIM MAE: 0.002471, Best Size MAE: 0.002512
Epoch 491, Train Loss: 3439.3145, Valid Loss: 9.5022, SSIM MAE: 0.0025, Size MAE: 0.0025, Best Vloss: 9.5133, Best SSIM MAE: 0.002458, Best Size MAE: 0.002504
Epoch 492, Train Loss: 144.4110, Valid Loss: 9.5268, SSIM MAE: 0.0025, Size MAE: 0.0025, Best Vloss: 9.5022, Best SSIM MAE: 0.002458, Best Size MAE: 0.002495
Epoch 493, Train Loss: 2257.5090, Valid Loss: 9.5327, SSIM MAE: 0.0025, Size MAE: 0.0025, Best Vloss: 9.5022, Best SSIM MAE: 0.002456, Best Size MAE: 0.002495
Epoch 494, Train Loss: 1442.6914, Valid Loss: 9.4802, SSIM MAE: 0.0025, Size MAE: 0.0025, Best Vloss: 9.5022, Best SSIM MAE: 0.002456, Best Size MAE: 0.002495
Epoch 495, Train Loss: 1837.6033, Valid Loss: 9.4358, SSIM MAE: 0.0024, Size MAE: 0.0025, Best Vloss: 9.4802, Best SSIM MAE: 0.002456, Best Size MAE: 0.002495
Epoch 496, Train Loss: 256.5389, Valid Loss: 9.4140, SSIM MAE: 0.0024, Size MAE: 0.0025, Best Vloss: 9.4358, Best SSIM MAE: 0.002447, Best Size MAE: 0.002495
Epoch 497, Train Loss: 1830.4958, Valid Loss: 9.4084, SSIM MAE: 0.0024, Size MAE: 0.0025, Best Vloss: 9.4140, Best SSIM MAE: 0.002425, Best Size MAE: 0.002493
Epoch 498, Train Loss: 259.6347, Valid Loss: 9.4027, SSIM MAE: 0.0024, Size MAE: 0.0025, Best Vloss: 9.4084, Best SSIM MAE: 0.002425, Best Size MAE: 0.002491
Epoch 499, Train Loss: 489.4737, Valid Loss: 9.3931, SSIM MAE: 0.0024, Size MAE: 0.0025, Best Vloss: 9.4027, Best SSIM MAE: 0.002410, Best Size MAE: 0.002488
Epoch 500, Train Loss: 2870.3828, Valid Loss: 9.3884, SSIM MAE: 0.0024, Size MAE: 0.0025, Best Vloss: 9.3931, Best SSIM MAE: 0.002405, Best Size MAE: 0.002482
Epoch 501, Train Loss: 308.9659, Valid Loss: 9.3806, SSIM MAE: 0.0024, Size MAE: 0.0025, Best Vloss: 9.3884, Best SSIM MAE: 0.002405, Best Size MAE: 0.002482
Epoch 502, Train Loss: 348.8456, Valid Loss: 9.3537, SSIM MAE: 0.0024, Size MAE: 0.0025, Best Vloss: 9.3806, Best SSIM MAE: 0.002397, Best Size MAE: 0.002482
Epoch 503, Train Loss: 469.8538, Valid Loss: 9.3372, SSIM MAE: 0.0024, Size MAE: 0.0025, Best Vloss: 9.3537, Best SSIM MAE: 0.002378, Best Size MAE: 0.002476
Epoch 504, Train Loss: 689.7700, Valid Loss: 9.3297, SSIM MAE: 0.0024, Size MAE: 0.0025, Best Vloss: 9.3372, Best SSIM MAE: 0.002372, Best Size MAE: 0.002470
Epoch 505, Train Loss: 894.4658, Valid Loss: 9.3308, SSIM MAE: 0.0024, Size MAE: 0.0025, Best Vloss: 9.3297, Best SSIM MAE: 0.002368, Best Size MAE: 0.002468
Epoch 506, Train Loss: 524.7919, Valid Loss: 9.3214, SSIM MAE: 0.0024, Size MAE: 0.0025, Best Vloss: 9.3297, Best SSIM MAE: 0.002364, Best Size MAE: 0.002468
